1 0.00106667
0.95 0.00746667
0.9 0.0136
0.8 0.0248667
0.7 0.035
0.6 0.0440667
0.5 0.0516
0.4 0.0572667
0.3 0.0603333
0.25 0.0605333
0.2 0.0594667
0.15 0.0568
0.1 0.0509333
0.075 0.046
0.05 0.0392667
0.025 0.0296
0.0125 0.0222667
0 0
0.0125 -0.0102667
0.025 -0.015
0.05 -0.0202667
0.075 -0.0240667
0.1 -0.0272667
0.15 -0.0322667
0.2 -0.0360667
0.25 -0.0385333
0.3 -0.0397333
0.4 -0.0394667
0.5 -0.0366667
0.6 -0.0320667
0.7 -0.0260667
0.8 -0.0188667
0.9 -0.0106
0.95 -0.006
1 -0.00106667
