0 1.04665e+07 -3.43537e+06
0.6013 1.04146e+07 -2.79409e+06
1.804 1.01178e+07 -1.84515e+06
3.0067 9.59494e+06 -1.30275e+06
4.2094 8.88276e+06 -1.02101e+06
5.4121 8.03611e+06 -877698
6.6213 7.26402e+06 -619091
7.837 6.70412e+06 -472878
9.0527 6.19219e+06 -380461
10.2685 5.6922e+06 -312401
11.4842 5.18551e+06 -250855
12.6999 4.65598e+06 -185286
13.9157 4.0789e+06 -96308.7
15.1314 3.39416e+06 53481.3
16.3471 2.40549e+06 325735
16.955 1.80748e+06 474716
